species
Adiantum_flabellulatum
Adiantum_bonatianum
Adiantum_lunulatum
Adiantum_caudatum
Adiantum_malesianum
Monachosorum_henryi
Pteridium_aquilinum
Pteridium_esculentum
Histiopteris_incisa
Hypolepis_millefolium
Hypolepis_punctata
Hypolepis_muelleri
Dennstaedtia_punctilobula
Dennstaedtia_scabra
Microlepia_strigosa
Microlepia_platyphylla
Microlepia_speluncae
Microlepia_hookeriana
Microlepia_marginata
Asplenium_unilaterale
Hymenasplenium_cardiophyllum
Hymenasplenium_hondoense
Asplenium_cheilosorum
Hymenasplenium_excisum
Asplenium_filipes
Asplenium_unilaterale_var._decurrens
Asplenium_juglandifolium
Asplenium_sulcatum
Ceterach_aurea
Asplenium_ensiforme
Asplenium_cuneatiforme
Asplenium_caudatum
Asplenium_polyodon
Asplenium_sphenotomum
Asplenium_affine
Asplenium_wilfordii
Asplenium_pseudowilfordii
Asplenium_finlaysonianum
Asplenium_yoshinagae
Asplenium_setoi
Cyclosorus_parasiticus
Asplenium_phyllitidis
Asplenium_antrophyoides
Asplenium_cymbifolium
Asplenium_nidus
Asplenium_antiquum
Asplenium_anisophyllum
Asplenium_chathamense
Asplenium_lamprophyllum
Asplenium_shuttleworthianum
Asplenium_dimorphum
Asplenium_difforme
Asplenium_hookerianum
Asplenium_richardii
Asplenium_vieillardii
Asplenium_oblongifolium
Asplenium_obliquum
Asplenium_flaccidum
Asplenium_obtusatum
Asplenium_simplicifrons
Asplenium_prolongatum
Asplenium_griffithianum
Asplenium_tenerum
Asplenium_bulbiferum
Asplenium_rutifolium
Asplenium_theciferum
Asplenium_loxoscaphoides
Asplenium_feei
Asplenium_elliottii
Asplenium_smedsii
Asplenium_mannii
Asplenium_christii
Asplenium_sandersonii
Asplenium_dregeanum
Asplenium_gemmiferum
Asplenium_lolegnamense
Asplenium_parvifolium
Asplenium_octoploideum
Phyllitopsis_hybrida
Ceterach_officinarum
Asplenium_cyprium
Asplenium_hemionitis
Asplenium_septentrionale
Asplenium_seelosii
Asplenium_davallioides
Asplenium_wrightii
Asplenium_wrightioides
Asplenium_variabile
Asplenium_protensum
Asplenium_aethiopicum
Asplenium_praemorsum
Asplenium_praegracile
Asplenium_volkensii
Asplenium_hemitomum
Asplenium_friesiorum
Asplenium_punjabense
Asplenium_dalhousiae
Asplenium_sagittatum
Asplenium_scolopendrium
Asplenium_hispanicum
Asplenium_ruta
Asplenium_onopteris
Asplenium_cuneifolium
Asplenium_montanum
Asplenium_adiantum
Asplenium_fissum
Asplenium_aegaeum
Asplenium_abscissum
Asplenium_hostmannii
Asplenium_peruvianum
Asplenium_pteropus
Asplenium_cristatum
Asplenium_myriophyllum
Asplenium_lunulatum
Asplenium_erectum
Asplenium_viride
Asplenium_hobdyi
Asplenium_normale
Asplenium_trichomanes
Asplenium_anceps
Asplenium_tripteropus
Asplenium_formosum
Asplenium_heterochroum
Asplenium_resiliens
Asplenium_monanthes
Asplenium_hallbergii
Asplenium_dareoides
Asplenium_flabellifolium
Asplenium_pauperequitum
Dicksonia_sellowiana
Asplenium_haughtonii
Asplenium_phillipsianum
Asplenium_cordatum
Asplenium_interjectum
Asplenium_lushanense
Asplenium_yunnanense
Asplenium_laciniatum
Asplenium_varians
Asplenium_tenuicaule
Asplenium_pekinense
Asplenium_sarelii
Asplenium_platyneuron
Asplenium_bourgaei
Asplenium_jahandiezii
Asplenium_ruprechtii
Asplenium_radicans
Asplenium_foresiense
Asplenium_incisum
Asplenium_petrarchae
Asplenium_majoricum
Gymnocarpium_dryopteris
Acystopteris_tenuisecta
Cystopteris_fragilis
Cystopteris_sudetica
Macrothelypteris_torresiana
Phegopteris_hexagonoptera
Thelypteris_confluens
Oreopteris_limbosperma
Pronephrium_simplex
Parathelypteris_beddomei
Thelypteris_globulifera
Thelypteris_noveboracensis
Diplazium_wichurae
Anisocampium_niponicum
Athyrium_schimperi
Athyrium_yokoscense
Athyrium_alpestre
Athyrium_filix-femina
Onoclea_sensibilis
Matteuccia_struthiopteris
Blechnum_orientale
Sadleria_cyatheoides
Blechnum_spicant
Blechnum_occidentale
Blechnum_patersonii
Blechnum_capense
Doodia_caudata
Doodia_aspera
Blechnum_medium
Hypodematium_crenatum
Lomariopsis_spectabilis
Nephrolepis_cordifolia
Nephrolepis_hirsutula
Humata_pyxidata
Arthropteris_beckleri
Arthropteris_palisotii
Arthropteris_orientalis
Arthropteris_monocarpa
Tectaria_devexa
Tectaria_yunnanensis
Tectaria_decurrens
Tectaria_incisa
Tectaria_gaudichaudii
Tectaria_zeylanica
Tectaria_impressa
Polypodium_australe
Polypodium_pellucidum
Polypodium_vulgare
Polypodium_virginianum
Campyloneurum_brevifolium
Microgramma_lycopodioides
Microgramma_squamulosa
Grammitis_baldwinii
Grammitis_diminuta
Grammitis_billardierei
Ctenopteris_heterophylla
Grammitis_tenella
Adenophorus_pinnatifidus
Adenophorus_abietinus
Adenophorus_tamariscinus
Platycerium_alcicorne
Platycerium_stemaria
Pyrrosia_adnascens
Pyrrosia_eleagnifolia
Pyrrosia_serpens
Pleopeltis_polypodioides
Serpocaulon_triseriale
Bolbitis_heteroclita
Colysis_hemitoma
Colysis_pentaphylla
Microsorum_punctatum
Phymatosorus_scolopendria
Neocheiropteris_palmatopedata
Neocheiropteris_ovata
Lepisorus_scolopendrium
Lepisorus_macrosphaerus
Tricholepidium_maculosum
Lepisorus_thunbergianus
Lepisorus_contortus
Rumohra_adiantiformis
Lastreopsis_decomposita
Lastreopsis_hispida
Elaphoglossum_peltatum
Elaphoglossum_hybridum
Elaphoglossum_aubertii
Elaphoglossum_piloselloides
Elaphoglossum_acrostichoides
Elaphoglossum_petiolatum
Elaphoglossum_marojejyense
Elaphoglossum_latifolium
Elaphoglossum_herminieri
Ctenitis_rhodolepis
Cyrtomium_fortunei
Polystichum_tripteron
Polystichum_dielsii
Polystichum_luctuosum
Polystichum_aculeatum
Polystichum_setiferum
Polystichum_pycnopterum
Polystichum_eximium
Polystichum_neozelandicum
Polystichum_yunnanense
Polystichum_chilense
Polystichum_munitum
Polystichum_acrostichoides
Polystichum_mohrioides
Polystichum_lonchitis
Polystichum_montevidense
Polybotrya_caudata
Arachniodes_rhomboidea
Arachniodes_festina
Arachniodes_simplicior
Arachniodes_globisora
Arachniodes_sporadosora
Acrophorus_stipellatus
Dryopteris_stenolepis
Dryopteris_wallichiana
Dryopteris_lepidopoda
Dryopteris_oreades
Dryopteris_filix-mas
Dryopteris_marginalis
Dryopteris_chrysocoma
Dryopteris_pseudovaria
Dryopteris_sublacera
Dryopteris_cochleata
Dryopteris_lacera
Dryopteris_aemula
Nothoperanema_squamisetum
Nothoperanema_hendersonii
Dryopsis_mariformis
Dryopteris_setosa
Dryopteris_fuscipes
Dryopteris_erythrosora
Dryopteris_sparsa
Dryopteris_juxtaposita
Dryopteris_goldiana
Dryopteris_intermedia
Dryopteris_dilatata
Dryopteris_remota
Dryopteris_carthusiana
Dryopteris_expansa
Dryopteris_cristata
Ginkgo_biloba
Cycas_micholitzii
Cycas_multipinnata
Cycas_pectinata
Cycas_silvestris
Cycas_condaoensis
Cycas_simplicipinna
Cycas_tanqingii
Cycas_szechuanensis
Cycas_wadei
Cycas_taiwaniana
Cycas_taitungensis
Cycas_revoluta
Cycas_furfuracea
Cycas_hoabinhensis
Cycas_media
Cycas_rumphii
Cycas_lindstromii
Cycas_circinalis
Cycas_seemannii
Cycas_thouarsii
Cycas_zeylanica
Cycas_edentata
Cycas_clivicola
Cycas_siamensis
Cycas_pranburiensis
Cycas_tansachana
Cycas_chamaoensis
Cycas_nongnoochiae
Cycas_segmentifida
Cycas_changjiangensis
Encephalartos_altensteinii
Dioon_spinulosum
Dioon_mejiae
Dioon_rzedowskii
Dioon_edule_var._angustifolium
Dioon_edule
Dioon_tomasellii
Dioon_purpusii
Dioon_holmgrenii
Dioon_merolae
Dioon_califanoi
Dioon_caputoi
Stangeria_eriopus
Microcycas_calocoma
Zamia_poeppigiana
Zamia_pumila
Zamia_vazquezii
Zamia_restrepoi
Zamia_furfuracea
Ceratozamia_miqueliana
Ceratozamia_robusta
Ceratozamia_microstrobila
Ceratozamia_norstogii
Ceratozamia_kuesteriana
Ceratozamia_mexicana
Ceratozamia_sabatoi
Ceratozamia_euryphyllidia
Ceratozamia_morettii
Ceratozamia_alvarezii
Ceratozamia_hildae
Bowenia_spectabilis
Bowenia_serrulata
Macrozamia_fraseri
Macrozamia_miquelii
Macrozamia_platyrhachis
Macrozamia_fawcettii
Macrozamia_reducta
Macrozamia_macdonnellii
Macrozamia_riedlei
Macrozamia_glaucophylla
Macrozamia_polymorpha
Macrozamia_pauli-guilielmi
Macrozamia_communis
Macrozamia_lucida
Macrozamia_moorei
Macrozamia_dyeri
Lepidozamia_hopei
Lepidozamia_peroffskyana
Encephalartos_tegulaneus
Encephalartos_septentrionalis
Encephalartos_bubalinus
Encephalartos_kisambo
Encephalartos_macrostrobilus
Encephalartos_whitelockii
Encephalartos_gratus
Encephalartos_hildebrandtii
Encephalartos_dyerianus
Encephalartos_latifrons
Encephalartos_transvenosus
Encephalartos_munchii
Encephalartos_pterogonus
Encephalartos_humilis
Encephalartos_eugene-maraisii
Encephalartos_lanatus
Encephalartos_ghellinckii
Encephalartos_paucidentatus
Encephalartos_cycadifolius
Encephalartos_laevifolius
Encephalartos_lebomboensis
Encephalartos_arenarius
Encephalartos_horridus
Encephalartos_cupidus
Encephalartos_trispinosus
Encephalartos_inopinus
Encephalartos_princeps
Encephalartos_lehmannii
Encephalartos_barteri
Encephalartos_manikensis
Encephalartos_longifolius
Encephalartos_friderici-guilielmi
Encephalartos_villosus
Encephalartos_caffer
Encephalartos_woodii
Encephalartos_natalensis
Encephalartos_ferox
Encephalartos_ngoyanus
Encephalartos_senticosus
Encephalartos_heenanii
Encephalartos_umbeluziensis
Welwitschia_mirabilis
Gnetum_leyboldii
Gnetum_nodiflorum
Gnetum_urens
Gnetum_costatum
Gnetum_gnemon
Gnetum_africanum
Gnetum_gnemonoides
Gnetum_parvifolium
Gnetum_montanum
Gnetum_cuspidatum
Gnetum_macrostachyum
Gnetum_latifolium
Gnetum_ula
Gnetum_neglectum
Ephedra_tweedieana
Ephedra_frustillata
Ephedra_chilensis
Ephedra_nevadensis
Ephedra_torreyana
Ephedra_californica
Ephedra_aspera
Ephedra_trifurca
Ephedra_viridis
Ephedra_gerardiana_var._sikkimensis
Ephedra_gerardiana
Ephedra_equisetina
Ephedra_przewalskii
Ephedra_minuta
Ephedra_pachyclada
Ephedra_sinica
Ephedra_intermedia
Ephedra_distachya
Ephedra_regeliana
Ephedra_foeminea
Ephedra_fragilis
Ephedra_foliata
Ephedra_alata
Ephedra_aphylla
Cedrus_libani_var._brevifolia
Cedrus_libani
Cedrus_atlantica
Cedrus_deodara
Keteleeria_davidiana
Pseudolarix_amabilis
Nothotsuga_longibracteata
Tsuga_mertensiana
Tsuga_heterophylla
Tsuga_canadensis
Tsuga_dumosa
Tsuga_diversifolia
Tsuga_caroliniana
Tsuga_sieboldii
Tsuga_forrestii
Tsuga_chinensis
Keteleeria_evelyniana
Abies_bracteata
Abies_firma
Abies_fabri
Abies_holophylla
Abies_fargesii
Abies_nephrolepis
Abies_fraseri
Abies_koreana
Abies_lasiocarpa
Abies_recurvata
Abies_sibirica
Abies_kawakamii
Abies_homolepis
Abies_procera
Abies_amabilis
Abies_magnifica
Abies_grandis
Abies_concolor
Abies_alba
Abies_nebrodensis
Abies_nordmanniana
Abies_pinsapo
Abies_numidica
Abies_veitchii
Abies_cilicica
Abies_cephalonica
Larix_gmelinii
Pseudotsuga_sinensis
Pseudotsuga_menziesii
Pseudotsuga_macrocarpa
Larix_decidua
Larix_occidentalis
Larix_potaninii
Larix_laricina
Larix_sibirica
Larix_kaempferi
Larix_griffithii
Larix_mastersiana
Larix_griffithii_var._speciosa
Cathaya_argyrophylla
Picea_sitchensis
Picea_breweriana
Picea_glauca
Picea_engelmannii
Picea_pungens
Picea_smithiana
Picea_chihuahuana
Picea_schrenkiana
Picea_spinulosa
Picea_likiangensis
Picea_orientalis
Picea_alcoquiana
Picea_morrisonicola
Picea_brachytyla
Picea_purpurea
Picea_wilsonii
Picea_glehnii
Picea_jezoensis
Picea_rubens
Picea_omorika
Picea_mariana
Picea_abies
Picea_asperata
Picea_koyamae
Picea_obovata
Picea_meyeri
Picea_koraiensis
Picea_crassifolia
Picea_torano
Picea_retroflexa
Pinus_nelsonii
Pinus_balfouriana
Pinus_aristata
Pinus_longaeva
Pinus_monophylla
Pinus_quadrifolia
Pinus_cembroides_var._bicolor
Pinus_cembroides
Pinus_edulis
Pinus_maximartinezii
Pinus_parviflora
Pinus_armandii
Pinus_albicaulis
Pinus_lambertiana
Pinus_cembra
Pinus_sibirica
Pinus_pumila
Pinus_koraiensis
Pinus_wallichiana
Pinus_fenzeliana
Pinus_bhutanica
Pinus_monticola
Pinus_peuce
Pinus_krempfii
Pinus_gerardiana
Pinus_bungeana
Pinus_strobus
Pinus_strobus_var._chiapensis
Pinus_flexilis
Pinus_strobiformis
Pinus_ayacahuite
Pinus_banksiana
Pinus_heldreichii
Pinus_canariensis
Pinus_brutia
Pinus_pinaster
Pinus_halepensis
Pinus_pinea
Pinus_roxburghii
Pinus_tropicalis
Pinus_massoniana
Pinus_merkusii
Pinus_nigra
Pinus_resinosa
Pinus_mugo
Pinus_sylvestris
Pinus_densiflora
Pinus_taiwanensis
Pinus_thunbergii
Pinus_kesiya
Pinus_densata
Pinus_yunnanensis
Pinus_tabuliformis
Pinus_hwangshanensis
Pinus_luchuensis
Pinus_contorta
Pinus_clausa
Pinus_virginiana
Pinus_maximinoi
Pinus_arizonica
Pinus_douglasiana
Pinus_coulteri
Pinus_ponderosa
Pinus_engelmannii
Pinus_jeffreyi
Pinus_devoniana
Pinus_montezumae
Pinus_hartwegii
Pinus_pseudostrobus
Pinus_sabiniana
Pinus_durangensis
Pinus_torreyana
Pinus_taeda
Pinus_pungens
Pinus_rigida
Pinus_serotina
Pinus_muricata
Pinus_radiata
Pinus_attenuata
Pinus_glabra
Pinus_patula
Pinus_teocote
Pinus_leiophylla
Pinus_greggii
Pinus_lumholtzii
Pinus_lawsonii
Pinus_herrerae
Pinus_pringlei
Pinus_oocarpa
Pinus_cubensis
Pinus_occidentalis
Pinus_palustris
Pinus_caribaea
Pinus_elliottii
Pinus_echinata
Sciadopitys_verticillata
Cephalotaxus_harringtonii_var._wilsoniana
Cephalotaxus_harringtonii
Cephalotaxus_fortunei
Amentotaxus_yunnanensis
Amentotaxus_argotaenia
Torreya_grandis
Torreya_californica
Torreya_taxifolia
Torreya_nucifera
Austrotaxus_spicata
Pseudotaxus_chienii
Taxus_floridana
Taxus_globosa
Taxus_brevifolia
Taxus_baccata
Taxus_wallichiana
Taxus_canadensis
Taxus_cuspidata
Cunninghamia_lanceolata
Taiwania_cryptomerioides
Metasequoia_glyptostroboides
Sequoiadendron_giganteum
Sequoia_sempervirens
Athrotaxis_X_laxifolia
Athrotaxis_selaginoides
Athrotaxis_cupressoides
Cryptomeria_japonica
Glyptostrobus_pensilis
Taxodium_huegelii
Taxodium_distichum
Papuacedrus_papuana
Austrocedrus_chilensis
Libocedrus_plumosa
Pilgerodendron_uviferum
Libocedrus_yateensis
Libocedrus_bidwillii
Diselma_archeri
Fitzroya_cupressoides
Widdringtonia_wallichii
Widdringtonia_nodiflora
Widdringtonia_schwarzii
Callitris_preissii
Actinostrobus_pyramidalis
Actinostrobus_acuminatus
Callitris_endlicheri
Callitris_rhomboidea
Thujopsis_dolabrata
Thuja_occidentalis
Thuja_koraiensis
Thuja_standishii
Thuja_plicata
Chamaecyparis_obtusa
Chamaecyparis_lawsoniana
Fokienia_hodginsii
Chamaecyparis_thyoides
Chamaecyparis_formosensis
Chamaecyparis_pisifera
Tetraclinis_articulata
Platycladus_orientalis
Microbiota_decussata
Calocedrus_decurrens
Calocedrus_macrolepis
Calocedrus_formosana
Cupressus_funebris
Cupressus_sempervirens
Cupressus_chengiana
Cupressus_dupreziana
Cupressus_gigantea
Cupressus_duclouxiana
Cupressus_cashmeriana
Cupressus_torulosa
Cupressus_nootkatensis
Cupressus_bakeri
Cupressus_arizonica_var._glabra
Cupressus_arizonica
Cupressus_lusitanica_var._benthamii
Cupressus_lusitanica
Cupressus_guadalupensis
Cupressus_macnabiana
Cupressus_macrocarpa
Cupressus_sargentii
Cupressus_goveniana_var._abramsiana
Cupressus_goveniana
Juniperus_rigida
Juniperus_communis
Juniperus_oxycedrus
Juniperus_cedrus
Juniperus_sabina
Juniperus_macrocarpa
Juniperus_phoenicea
Juniperus_procera
Juniperus_thurifera
Juniperus_chinensis
Juniperus_procumbens
Juniperus_excelsa
Juniperus_virginiana
Juniperus_horizontalis
Juniperus_scopulorum
Juniperus_barbadensis
Juniperus_semiglobosa
Juniperus_gracilior
Juniperus_bermudiana
Juniperus_pseudosabina
Juniperus_indica
Juniperus_squamata
Juniperus_recurva
Juniperus_flaccida
Juniperus_occidentalis
Juniperus_durangensis
Juniperus_californica
Juniperus_ashei
Juniperus_deppeana
Juniperus_osteosperma
Juniperus_monosperma
Juniperus_pinchotii
Juniperus_coahuilensis
Wollemia_nobilis
Agathis_australis
Agathis_microstachya
Agathis_atropurpurea
Agathis_dammara
Agathis_robusta
Agathis_alba
Agathis_borneensis
Agathis_macrophylla
Agathis_moorei
Agathis_montana
Agathis_lanceolata
Agathis_ovata
Araucaria_angustifolia
Araucaria_araucana
Araucaria_bidwillii
Araucaria_hunsteinii
Araucaria_cunninghamii
Araucaria_heterophylla
Araucaria_columnaris
Araucaria_montana
Araucaria_biramulata
Araucaria_scopulorum
Araucaria_nemorosa
Araucaria_subulata
Araucaria_bernieri
Araucaria_laubenfelsii
Araucaria_schmidii
Araucaria_humboldtensis
Araucaria_luxurians
Araucaria_muelleri
Araucaria_rulei
Lepidothamnus_laxifolius
Phyllocladus_hypophyllus
Phyllocladus_aspleniifolius
Phyllocladus_trichomanoides_var._alpinus
Phyllocladus_trichomanoides
Manoao_colensoi
Parasitaxus_ustus
Halocarpus_bidwillii
Halocarpus_biformis
Halocarpus_kirkii
Prumnopitys_ferruginoides
Prumnopitys_ladei
Prumnopitys_harmsiana
Prumnopitys_ferruginea
Prumnopitys_andina
Prumnopitys_taxifolia
Podocarpus_archboldii
Sundacarpus_amarus
Saxegothaea_conspicua
Microcachrys_tetragona
Lagarostrobos_franklinii
Pherosphaera_hookeriana
Pherosphaera_fitzgeraldii
Acmopyle_sahniana
Acmopyle_pancheri
Dacrycarpus_compactus
Dacrycarpus_cinctus
Dacrycarpus_dacrydioides
Dacrycarpus_imbricatus
Falcatifolium_falciforme
Falcatifolium_taxoides
Dacrydium_cupressinum
Dacrydium_beccarii
Dacrydium_elatum
Dacrydium_balansae
Dacrydium_nausoriense
Dacrydium_araucarioides
Dacrydium_nidulum
Dacrydium_guillauminii
Dacrydium_lycopodioides
Retrophyllum_rospigliosii
Retrophyllum_vitiense
Retrophyllum_minus
Afrocarpus_mannii
Afrocarpus_gracilior
Afrocarpus_falcatus
Nageia_fleuryi
Nageia_nagi
Nageia_wallichiana
Podocarpus_spinulosus
Podocarpus_drouynianus
Podocarpus_dispermus
Podocarpus_brassii
Podocarpus_chingianus
Podocarpus_neriifolius
Podocarpus_macrophyllus
Podocarpus_chinensis
Podocarpus_affinis
Podocarpus_brevifolius
Podocarpus_novae-caledoniae
Podocarpus_grayae
Podocarpus_longifoliolatus
Podocarpus_lucienii
Podocarpus_sylvestris
Podocarpus_polyspermus
Podocarpus_rumphii
Podocarpus_elatus
Podocarpus_polystachyus
Podocarpus_smithii
Podocarpus_salignus
Podocarpus_parlatorei
Podocarpus_lambertii
Podocarpus_acutifolius
Podocarpus_totara
Podocarpus_nivalis
Podocarpus_lawrencei
Podocarpus_cunninghamii
Podocarpus_gnidioides
Podocarpus_nubigenus
Podocarpus_henkelii
Podocarpus_elongatus
Podocarpus_latifolius
Podocarpus_milanjianus
Podocarpus_matudae
Podocarpus_urbanii
Podocarpus_angustifolius
Podocarpus_coriaceus
Podocarpus_sellowii
